mID,mName,mSubType,mRarity,mResourceID
31089,+9 천상군의 양손검,4,1,31080
31090,+10 천상군의 양손검,4,1,31080
31091,+11 천상군의 양손검,4,1,31080
31092,+12 천상군의 양손검,4,1,31080
31093,+13 천상군의 양손검,4,1,31080
31100,+0 신월의 의식용 대검,4,1,31100
31101,+1 신월의 의식용 대검,4,1,31100
31102,+2 신월의 의식용 대검,4,1,31100
31103,+3 신월의 의식용 대검,4,1,31100
31104,+4 신월의 의식용 대검,4,1,31100
31105,+5 신월의 의식용 대검,4,1,31100
31106,+6 신월의 의식용 대검,4,1,31100
31107,+7 신월의 의식용 대검,4,1,31100
31108,+8 신월의 의식용 대검,4,1,31100
31109,+9 신월의 의식용 대검,4,1,31100
31110,+10 신월의 의식용 대검,4,1,31100
31111,+11 신월의 의식용 대검,4,1,31100
31112,+12 신월의 의식용 대검,4,1,31100
31113,+13 신월의 의식용 대검,4,1,31100
31120,+0 뒤틀린 수호자 대검,4,1,31120
31121,+1 뒤틀린 수호자 대검,4,1,31120
31122,+2 뒤틀린 수호자 대검,4,1,31120
31123,+3 뒤틀린 수호자 대검,4,1,31120
31124,+4 뒤틀린 수호자 대검,4,1,31120
31125,+5 뒤틀린 수호자 대검,4,1,31120
31126,+6 뒤틀린 수호자 대검,4,1,31120
31127,+7 뒤틀린 수호자 대검,4,1,31120
31128,+8 뒤틀린 수호자 대검,4,1,31120
31129,+9 뒤틀린 수호자 대검,4,1,31120
31130,+10 뒤틀린 수호자 대검,4,1,31120
31131,+11 뒤틀린 수호자 대검,4,1,31120
31132,+12 뒤틀린 수호자 대검,4,1,31120
31133,+13 뒤틀린 수호자 대검,4,1,31120
32000,+0 대검,4,2,32000
32001,+1 대검,4,2,32000
32002,+2 대검,4,2,32000
32003,+3 대검,4,2,32000
32004,+4 대검,4,2,32000
32005,+5 대검,4,2,32000
32006,+6 대검,4,2,32000
32007,+7 대검,4,2,32000
32008,+8 대검,4,2,32000
32009,+9 대검,4,2,32000
32010,+10 대검,4,2,32000
32011,+11 대검,4,2,32000
32012,+12 대검,4,2,32000
32013,+13 대검,4,2,32000
32020,+0 클레이모어,4,2,32020
32021,+1 클레이모어,4,2,32020
32022,+2 클레이모어,4,2,32020
32023,+3 클레이모어,4,2,32020
32024,+4 클레이모어,4,2,32020
32025,+5 클레이모어,4,2,32020
32026,+6 클레이모어,4,2,32020
32027,+7 클레이모어,4,2,32020
32028,+8 클레이모어,4,2,32020
32029,+9 클레이모어,4,2,32020
32030,+10 클레이모어,4,2,32020
32031,+11 클레이모어,4,2,32020
32032,+12 클레이모어,4,2,32020
32033,+13 클레이모어,4,2,32020
32040,+0 샤이닝 클레이모어,4,2,32040
32041,+1 샤이닝 클레이모어,4,2,32040
32042,+2 샤이닝 클레이모어,4,2,32040
32043,+3 샤이닝 클레이모어,4,2,32040
32044,+4 샤이닝 클레이모어,4,2,32040
32045,+5 샤이닝 클레이모어,4,2,32040
32046,+6 샤이닝 클레이모어,4,2,32040
32047,+7 샤이닝 클레이모어,4,2,32040
32048,+8 샤이닝 클레이모어,4,2,32040
32049,+9 샤이닝 클레이모어,4,2,32040
32050,+10 샤이닝 클레이모어,4,2,32040
32051,+11 샤이닝 클레이모어,4,2,32040
32052,+12 샤이닝 클레이모어,4,2,32040
32053,+13 샤이닝 클레이모어,4,2,32040
32060,+0 코어 클레이모어,4,2,32060
32061,+1 코어 클레이모어,4,2,32060
32062,+2 코어 클레이모어,4,2,32060
32063,+3 코어 클레이모어,4,2,32060
32064,+4 코어 클레이모어,4,2,32060
32065,+5 코어 클레이모어,4,2,32060
32066,+6 코어 클레이모어,4,2,32060
32067,+7 코어 클레이모어,4,2,32060
32068,+8 코어 클레이모어,4,2,32060
32069,+9 코어 클레이모어,4,2,32060
32070,+10 코어 클레이모어,4,2,32060
32071,+11 코어 클레이모어,4,2,32060
32072,+12 코어 클레이모어,4,2,32060
32073,+13 코어 클레이모어,4,2,32060
32080,+0 파워 클레이모어,4,2,32080
32081,+1 파워 클레이모어,4,2,32080
32082,+2 파워 클레이모어,4,2,32080
32083,+3 파워 클레이모어,4,2,32080
32084,+4 파워 클레이모어,4,2,32080
32085,+5 파워 클레이모어,4,2,32080
32086,+6 파워 클레이모어,4,2,32080
32087,+7 파워 클레이모어,4,2,32080
32088,+8 파워 클레이모어,4,2,32080
32089,+9 파워 클레이모어,4,2,32080
32090,+10 파워 클레이모어,4,2,32080
32091,+11 파워 클레이모어,4,2,32080
32092,+12 파워 클레이모어,4,2,32080
32093,+13 파워 클레이모어,4,2,32080
32100,+0 태도,4,2,32100
32101,+1 태도,4,2,32100
32102,+2 태도,4,2,32100
32103,+3 태도,4,2,32100
32104,+4 태도,4,2,32100
32105,+5 태도,4,2,32100
32106,+6 태도,4,2,32100
32107,+7 태도,4,2,32100
32108,+8 태도,4,2,32100
32109,+9 태도,4,2,32100
32110,+10 태도,4,2,32100
32111,+11 태도,4,2,32100
32112,+12 태도,4,2,32100
32113,+13 태도,4,2,32100
32120,+0 파티샤,4,2,32120
32121,+1 파티샤,4,2,32120
32122,+2 파티샤,4,2,32120
32123,+3 파티샤,4,2,32120
32124,+4 파티샤,4,2,32120
32125,+5 파티샤,4,2,32120
32126,+6 파티샤,4,2,32120
32127,+7 파티샤,4,2,32120
32128,+8 파티샤,4,2,32120
32129,+9 파티샤,4,2,32120
32130,+10 파티샤,4,2,32120
32131,+11 파티샤,4,2,32120
32132,+12 파티샤,4,2,32120
32133,+13 파티샤,4,2,32120
32140,+0 다크 나이트의 대검,4,2,32140
32141,+1 다크 나이트의 대검,4,2,32140
32142,+2 다크 나이트의 대검,4,2,32140
32143,+3 다크 나이트의 대검,4,2,32140
32144,+4 다크 나이트의 대검,4,2,32140
32145,+5 다크 나이트의 대검,4,2,32140
32146,+6 다크 나이트의 대검,4,2,32140
32147,+7 다크 나이트의 대검,4,2,32140
32148,+8 다크 나이트의 대검,4,2,32140
32149,+9 다크 나이트의 대검,4,2,32140
32150,+10 다크 나이트의 대검,4,2,32140
32151,+11 다크 나이트의 대검,4,2,32140
32152,+12 다크 나이트의 대검,4,2,32140
32153,+13 다크 나이트의 대검,4,2,32140
32160,+0 넵튠의 대검,4,2,32160
32161,+1 넵튠의 대검,4,2,32160
32162,+2 넵튠의 대검,4,2,32160
32163,+3 넵튠의 대검,4,2,32160
32164,+4 넵튠의 대검,4,2,32160
32165,+5 넵튠의 대검,4,2,32160
32166,+6 넵튠의 대검,4,2,32160
32167,+7 넵튠의 대검,4,2,32160
32168,+8 넵튠의 대검,4,2,32160
32169,+9 넵튠의 대검,4,2,32160
32170,+10 넵튠의 대검,4,2,32160
32171,+11 넵튠의 대검,4,2,32160
32172,+12 넵튠의 대검,4,2,32160
32173,+13 넵튠의 대검,4,2,32160
32180,+0 엔젤리스의 대검,4,2,32180
32181,+1 엔젤리스의 대검,4,2,32180
32182,+2 엔젤리스의 대검,4,2,32180
32183,+3 엔젤리스의 대검,4,2,32180
32184,+4 엔젤리스의 대검,4,2,32180
32185,+5 엔젤리스의 대검,4,2,32180
32186,+6 엔젤리스의 대검,4,2,32180
32187,+7 엔젤리스의 대검,4,2,32180
32188,+8 엔젤리스의 대검,4,2,32180
32189,+9 엔젤리스의 대검,4,2,32180
32190,+10 엔젤리스의 대검,4,2,32180
32191,+11 엔젤리스의 대검,4,2,32180
32192,+12 엔젤리스의 대검,4,2,32180
32193,+13 엔젤리스의 대검,4,2,32180
32200,+0 벨켄의 대검,4,2,32200
32201,+1 벨켄의 대검,4,2,32200
32202,+2 벨켄의 대검,4,2,32200
32203,+3 벨켄의 대검,4,2,32200
32204,+4 벨켄의 대검,4,2,32200
32205,+5 벨켄의 대검,4,2,32200
32206,+6 벨켄의 대검,4,2,32200
32207,+7 벨켄의 대검,4,2,32200
32208,+8 벨켄의 대검,4,2,32200
32209,+9 벨켄의 대검,4,2,32200
32210,+10 벨켄의 대검,4,2,32200
32211,+11 벨켄의 대검,4,2,32200
32212,+12 벨켄의 대검,4,2,32200
32213,+13 벨켄의 대검,4,2,32200
32220,+0 환영 군단병의 양손검,4,2,32100
32221,+1 환영 군단병의 양손검,4,2,32100
32222,+2 환영 군단병의 양손검,4,2,32100
32223,+3 환영 군단병의 양손검,4,2,32100
32224,+4 환영 군단병의 양손검,4,2,32100
32225,+5 환영 군단병의 양손검,4,2,32100
32226,+6 환영 군단병의 양손검,4,2,32100
32227,+7 환영 군단병의 양손검,4,2,32100
32228,+8 환영 군단병의 양손검,4,2,32100
32229,+9 환영 군단병의 양손검,4,2,32100
32230,+10 환영 군단병의 양손검,4,2,32100
32231,+11 환영 군단병의 양손검,4,2,32100
32232,+12 환영 군단병의 양손검,4,2,32100
32233,+13 환영 군단병의 양손검,4,2,32100
32240,+0 정예 천상군의 양손검,4,2,32240
32241,+1 정예 천상군의 양손검,4,2,32240
32242,+2 정예 천상군의 양손검,4,2,32240
32243,+3 정예 천상군의 양손검,4,2,32240
32244,+4 정예 천상군의 양손검,4,2,32240
32245,+5 정예 천상군의 양손검,4,2,32240
32246,+6 정예 천상군의 양손검,4,2,32240
32247,+7 정예 천상군의 양손검,4,2,32240
32248,+8 정예 천상군의 양손검,4,2,32240
32249,+9 정예 천상군의 양손검,4,2,32240
32250,+10 정예 천상군의 양손검,4,2,32240
32251,+11 정예 천상군의 양손검,4,2,32240
32252,+12 정예 천상군의 양손검,4,2,32240
32253,+13 정예 천상군의 양손검,4,2,32240
32260,+0 만월의 의식용 대검,4,2,32260
32261,+1 만월의 의식용 대검,4,2,32260
32262,+2 만월의 의식용 대검,4,2,32260
32263,+3 만월의 의식용 대검,4,2,32260
32264,+4 만월의 의식용 대검,4,2,32260
32265,+5 만월의 의식용 대검,4,2,32260
32266,+6 만월의 의식용 대검,4,2,32260
32267,+7 만월의 의식용 대검,4,2,32260
32268,+8 만월의 의식용 대검,4,2,32260
32269,+9 만월의 의식용 대검,4,2,32260
32270,+10 만월의 의식용 대검,4,2,32260
32271,+11 만월의 의식용 대검,4,2,32260
32272,+12 만월의 의식용 대검,4,2,32260
32273,+13 만월의 의식용 대검,4,2,32260
32280,+0 광기의 수호자 대검,4,2,32280
32281,+1 광기의 수호자 대검,4,2,32280
32282,+2 광기의 수호자 대검,4,2,32280
32283,+3 광기의 수호자 대검,4,2,32280
32284,+4 광기의 수호자 대검,4,2,32280
32285,+5 광기의 수호자 대검,4,2,32280
32286,+6 광기의 수호자 대검,4,2,32280
32287,+7 광기의 수호자 대검,4,2,32280
32288,+8 광기의 수호자 대검,4,2,32280
32289,+9 광기의 수호자 대검,4,2,32280
32290,+10 광기의 수호자 대검,4,2,32280
32291,+11 광기의 수호자 대검,4,2,32280
32292,+12 광기의 수호자 대검,4,2,32280
32293,+13 광기의 수호자 대검,4,2,32280
33000,+0 뇌격의 검,4,3,33000
33001,+1 뇌격의 검,4,3,33000
33002,+2 뇌격의 검,4,3,33000
33003,+3 뇌격의 검,4,3,33000
33004,+4 뇌격의 검,4,3,33000
33005,+5 뇌격의 검,4,3,33000
33006,+6 뇌격의 검,4,3,33000
33007,+7 뇌격의 검,4,3,33000
33008,+8 뇌격의 검,4,3,33000
33009,+9 뇌격의 검,4,3,33000
33010,+10 뇌격의 검,4,3,33000
33011,+11 뇌격의 검,4,3,33000
33012,+12 뇌격의 검,4,3,33000
33013,+13 뇌격의 검,4,3,33000
33020,+0 학살자의 대검,4,3,33020
33021,+1 학살자의 대검,4,3,33020
33022,+2 학살자의 대검,4,3,33020
33023,+3 학살자의 대검,4,3,33020
33024,+4 학살자의 대검,4,3,33020
33025,+5 학살자의 대검,4,3,33020
33026,+6 학살자의 대검,4,3,33020
33027,+7 학살자의 대검,4,3,33020
33028,+8 학살자의 대검,4,3,33020
33029,+9 학살자의 대검,4,3,33020
33030,+10 학살자의 대검,4,3,33020
33031,+11 학살자의 대검,4,3,33020
33032,+12 학살자의 대검,4,3,33020
33033,+13 학살자의 대검,4,3,33020
33060,+0 감시자의 대검,4,3,33060
33061,+1 감시자의 대검,4,3,33060
33062,+2 감시자의 대검,4,3,33060
33063,+3 감시자의 대검,4,3,33060
33064,+4 감시자의 대검,4,3,33060
33065,+5 감시자의 대검,4,3,33060
33066,+6 감시자의 대검,4,3,33060
33067,+7 감시자의 대검,4,3,33060
33068,+8 감시자의 대검,4,3,33060
33069,+9 감시자의 대검,4,3,33060
33070,+10 감시자의 대검,4,3,33060
33071,+11 감시자의 대검,4,3,33060
33072,+12 감시자의 대검,4,3,33060
33073,+13 감시자의 대검,4,3,33060
33080,+0 벨켄의 전투대검,4,3,33000
33081,+1 벨켄의 전투대검,4,3,33000
33082,+2 벨켄의 전투대검,4,3,33000
33083,+3 벨켄의 전투대검,4,3,33000
33084,+4 벨켄의 전투대검,4,3,33000
33085,+5 벨켄의 전투대검,4,3,33000
33086,+6 벨켄의 전투대검,4,3,33000
33087,+7 벨켄의 전투대검,4,3,33000
33088,+8 벨켄의 전투대검,4,3,33000
33089,+9 벨켄의 전투대검,4,3,33000
33090,+10 벨켄의 전투대검,4,3,33000
33091,+11 벨켄의 전투대검,4,3,33000
33092,+12 벨켄의 전투대검,4,3,33000
33093,+13 벨켄의 전투대검,4,3,33000
33100,+0 벨켄의 퇴마대검,4,3,33020
33101,+1 벨켄의 퇴마대검,4,3,33020
33102,+2 벨켄의 퇴마대검,4,3,33020
33103,+3 벨켄의 퇴마대검,4,3,33020
33104,+4 벨켄의 퇴마대검,4,3,33020
33105,+5 벨켄의 퇴마대검,4,3,33020
33106,+6 벨켄의 퇴마대검,4,3,33020
33107,+7 벨켄의 퇴마대검,4,3,33020
33108,+8 벨켄의 퇴마대검,4,3,33020
33109,+9 벨켄의 퇴마대검,4,3,33020
33110,+10 벨켄의 퇴마대검,4,3,33020
33111,+11 벨켄의 퇴마대검,4,3,33020
33112,+12 벨켄의 퇴마대검,4,3,33020
33113,+13 벨켄의 퇴마대검,4,3,33020
33120,+0 카를린의 전투대검,4,3,33000
33121,+1 카를린의 전투대검,4,3,33000
33122,+2 카를린의 전투대검,4,3,33000
33123,+3 카를린의 전투대검,4,3,33000
33124,+4 카를린의 전투대검,4,3,33000
33125,+5 카를린의 전투대검,4,3,33000
33126,+6 카를린의 전투대검,4,3,33000
33127,+7 카를린의 전투대검,4,3,33000
33128,+8 카를린의 전투대검,4,3,33000
33129,+9 카를린의 전투대검,4,3,33000
33130,+10 카를린의 전투대검,4,3,33000
33131,+11 카를린의 전투대검,4,3,33000
33132,+12 카를린의 전투대검,4,3,33000
33133,+13 카를린의 전투대검,4,3,33000
33140,+0 다크 나이트의 전투대검,4,3,33000
33141,+1 다크 나이트의 전투대검,4,3,33000
33142,+2 다크 나이트의 전투대검,4,3,33000
33143,+3 다크 나이트의 전투대검,4,3,33000
33144,+4 다크 나이트의 전투대검,4,3,33000
33145,+5 다크 나이트의 전투대검,4,3,33000
33146,+6 다크 나이트의 전투대검,4,3,33000
33147,+7 다크 나이트의 전투대검,4,3,33000
33148,+8 다크 나이트의 전투대검,4,3,33000
33149,+9 다크 나이트의 전투대검,4,3,33000
33150,+10 다크 나이트의 전투대검,4,3,33000
33151,+11 다크 나이트의 전투대검,4,3,33000
33152,+12 다크 나이트의 전투대검,4,3,33000
33153,+13 다크 나이트의 전투대검,4,3,33000
33160,+0 다크 나이트의 퇴마대검,4,3,33020
33161,+1 다크 나이트의 퇴마대검,4,3,33020
33162,+2 다크 나이트의 퇴마대검,4,3,33020
33163,+3 다크 나이트의 퇴마대검,4,3,33020
33164,+4 다크 나이트의 퇴마대검,4,3,33020
33165,+5 다크 나이트의 퇴마대검,4,3,33020
33166,+6 다크 나이트의 퇴마대검,4,3,33020
33167,+7 다크 나이트의 퇴마대검,4,3,33020
33168,+8 다크 나이트의 퇴마대검,4,3,33020
33169,+9 다크 나이트의 퇴마대검,4,3,33020
33170,+10 다크 나이트의 퇴마대검,4,3,33020
33171,+11 다크 나이트의 퇴마대검,4,3,33020
33172,+12 다크 나이트의 퇴마대검,4,3,33020
33173,+13 다크 나이트의 퇴마대검,4,3,33020
33180,+0 넵튠의 전투대검,4,3,33000
33181,+1 넵튠의 전투대검,4,3,33000
33182,+2 넵튠의 전투대검,4,3,33000
33183,+3 넵튠의 전투대검,4,3,33000
33184,+4 넵튠의 전투대검,4,3,33000
33185,+5 넵튠의 전투대검,4,3,33000
33186,+6 넵튠의 전투대검,4,3,33000
33187,+7 넵튠의 전투대검,4,3,33000
33188,+8 넵튠의 전투대검,4,3,33000
33189,+9 넵튠의 전투대검,4,3,33000
33190,+10 넵튠의 전투대검,4,3,33000
33191,+11 넵튠의 전투대검,4,3,33000
33192,+12 넵튠의 전투대검,4,3,33000
33193,+13 넵튠의 전투대검,4,3,33000
33200,+0 넵튠의 퇴마대검,4,3,33020
33201,+1 넵튠의 퇴마대검,4,3,33020
33202,+2 넵튠의 퇴마대검,4,3,33020
33203,+3 넵튠의 퇴마대검,4,3,33020
33204,+4 넵튠의 퇴마대검,4,3,33020
33205,+5 넵튠의 퇴마대검,4,3,33020
33206,+6 넵튠의 퇴마대검,4,3,33020
33207,+7 넵튠의 퇴마대검,4,3,33020
33208,+8 넵튠의 퇴마대검,4,3,33020
33209,+9 넵튠의 퇴마대검,4,3,33020
33210,+10 넵튠의 퇴마대검,4,3,33020
33211,+11 넵튠의 퇴마대검,4,3,33020
33212,+12 넵튠의 퇴마대검,4,3,33020
33213,+13 넵튠의 퇴마대검,4,3,33020
33220,+0 엔젤리스의 전투대검,4,3,33000
33221,+1 엔젤리스의 전투대검,4,3,33000
33222,+2 엔젤리스의 전투대검,4,3,33000
33223,+3 엔젤리스의 전투대검,4,3,33000
33224,+4 엔젤리스의 전투대검,4,3,33000
33225,+5 엔젤리스의 전투대검,4,3,33000
33226,+6 엔젤리스의 전투대검,4,3,33000
33227,+7 엔젤리스의 전투대검,4,3,33000
33228,+8 엔젤리스의 전투대검,4,3,33000
33229,+9 엔젤리스의 전투대검,4,3,33000
33230,+10 엔젤리스의 전투대검,4,3,33000
33231,+11 엔젤리스의 전투대검,4,3,33000
33232,+12 엔젤리스의 전투대검,4,3,33000
33233,+13 엔젤리스의 전투대검,4,3,33000
33240,+0 엔젤리스의 퇴마대검,4,3,33020
33241,+1 엔젤리스의 퇴마대검,4,3,33020
33242,+2 엔젤리스의 퇴마대검,4,3,33020
33243,+3 엔젤리스의 퇴마대검,4,3,33020
33244,+4 엔젤리스의 퇴마대검,4,3,33020
33245,+5 엔젤리스의 퇴마대검,4,3,33020
33246,+6 엔젤리스의 퇴마대검,4,3,33020
33247,+7 엔젤리스의 퇴마대검,4,3,33020
33248,+8 엔젤리스의 퇴마대검,4,3,33020
33249,+9 엔젤리스의 퇴마대검,4,3,33020
33250,+10 엔젤리스의 퇴마대검,4,3,33020
33251,+11 엔젤리스의 퇴마대검,4,3,33020
33252,+12 엔젤리스의 퇴마대검,4,3,33020
33253,+13 엔젤리스의 퇴마대검,4,3,33020
33260,+0 각성한 라르카의 전투대검,4,3,33000
33261,+1 각성한 라르카의 전투대검,4,3,33000
33262,+2 각성한 라르카의 전투대검,4,3,33000
33263,+3 각성한 라르카의 전투대검,4,3,33000
33264,+4 각성한 라르카의 전투대검,4,3,33000
33265,+5 각성한 라르카의 전투대검,4,3,33000
33266,+6 각성한 라르카의 전투대검,4,3,33000
33267,+7 각성한 라르카의 전투대검,4,3,33000
33268,+8 각성한 라르카의 전투대검,4,3,33000
33269,+9 각성한 라르카의 전투대검,4,3,33000
33270,+10 각성한 라르카의 전투대검,4,3,33000
33271,+11 각성한 라르카의 전투대검,4,3,33000
33272,+12 각성한 라르카의 전투대검,4,3,33000
33273,+13 각성한 라르카의 전투대검,4,3,33000
33280,+0 심연에 벼린 츠바이핸더,4,3,33280
33281,+1 심연에 벼린 츠바이핸더,4,3,33280
33282,+2 심연에 벼린 츠바이핸더,4,3,33280
33283,+3 심연에 벼린 츠바이핸더,4,3,33280
33284,+4 심연에 벼린 츠바이핸더,4,3,33280
33285,+5 심연에 벼린 츠바이핸더,4,3,33280
33286,+6 심연에 벼린 츠바이핸더,4,3,33280
33287,+7 심연에 벼린 츠바이핸더,4,3,33280
33288,+8 심연에 벼린 츠바이핸더,4,3,33280
33289,+9 심연에 벼린 츠바이핸더,4,3,33280
33290,+10 심연에 벼린 츠바이핸더,4,3,33280
33291,+11 심연에 벼린 츠바이핸더,4,3,33280
33292,+12 심연에 벼린 츠바이핸더,4,3,33280
33293,+13 심연에 벼린 츠바이핸더,4,3,33280
33300,+0 벨켄의 심연대검,4,3,33280
33301,+1 벨켄의 심연대검,4,3,33280
33302,+2 벨켄의 심연대검,4,3,33280
33303,+3 벨켄의 심연대검,4,3,33280
33304,+4 벨켄의 심연대검,4,3,33280
33305,+5 벨켄의 심연대검,4,3,33280
33306,+6 벨켄의 심연대검,4,3,33280
33307,+7 벨켄의 심연대검,4,3,33280
33308,+8 벨켄의 심연대검,4,3,33280
33309,+9 벨켄의 심연대검,4,3,33280
33310,+10 벨켄의 심연대검,4,3,33280
33311,+11 벨켄의 심연대검,4,3,33280
33312,+12 벨켄의 심연대검,4,3,33280
33313,+13 벨켄의 심연대검,4,3,33280
33320,+0 인페르노의 심연대검,4,3,33280
33321,+1 인페르노의 심연대검,4,3,33280
33322,+2 인페르노의 심연대검,4,3,33280
33323,+3 인페르노의 심연대검,4,3,33280
33324,+4 인페르노의 심연대검,4,3,33280
33325,+5 인페르노의 심연대검,4,3,33280
33326,+6 인페르노의 심연대검,4,3,33280
33327,+7 인페르노의 심연대검,4,3,33280
33328,+8 인페르노의 심연대검,4,3,33280
33329,+9 인페르노의 심연대검,4,3,33280
33330,+10 인페르노의 심연대검,4,3,33280
33331,+11 인페르노의 심연대검,4,3,33280
33332,+12 인페르노의 심연대검,4,3,33280
33333,+13 인페르노의 심연대검,4,3,33280
33340,+0 카를린의 심연대검,4,3,33280
33341,+1 카를린의 심연대검,4,3,33280
33342,+2 카를린의 심연대검,4,3,33280
33343,+3 카를린의 심연대검,4,3,33280
33344,+4 카를린의 심연대검,4,3,33280
33345,+5 카를린의 심연대검,4,3,33280
33346,+6 카를린의 심연대검,4,3,33280
33347,+7 카를린의 심연대검,4,3,33280
33348,+8 카를린의 심연대검,4,3,33280
33349,+9 카를린의 심연대검,4,3,33280
33350,+10 카를린의 심연대검,4,3,33280
33351,+11 카를린의 심연대검,4,3,33280
33352,+12 카를린의 심연대검,4,3,33280
33353,+13 카를린의 심연대검,4,3,33280
33360,+0 발키리의 심연대검,4,3,33280
33361,+1 발키리의 심연대검,4,3,33280
33362,+2 발키리의 심연대검,4,3,33280
33363,+3 발키리의 심연대검,4,3,33280
33364,+4 발키리의 심연대검,4,3,33280
33365,+5 발키리의 심연대검,4,3,33280
33366,+6 발키리의 심연대검,4,3,33280
33367,+7 발키리의 심연대검,4,3,33280
33368,+8 발키리의 심연대검,4,3,33280
33369,+9 발키리의 심연대검,4,3,33280
33370,+10 발키리의 심연대검,4,3,33280
33371,+11 발키리의 심연대검,4,3,33280
33372,+12 발키리의 심연대검,4,3,33280
33373,+13 발키리의 심연대검,4,3,33280
33380,+0 다크나이트의 심연대검,4,3,33280
33381,+1 다크나이트의 심연대검,4,3,33280
33382,+2 다크나이트의 심연대검,4,3,33280
33383,+3 다크나이트의 심연대검,4,3,33280
33384,+4 다크나이트의 심연대검,4,3,33280
33385,+5 다크나이트의 심연대검,4,3,33280
33386,+6 다크나이트의 심연대검,4,3,33280
33387,+7 다크나이트의 심연대검,4,3,33280
33388,+8 다크나이트의 심연대검,4,3,33280
33389,+9 다크나이트의 심연대검,4,3,33280
33390,+10 다크나이트의 심연대검,4,3,33280
33391,+11 다크나이트의 심연대검,4,3,33280
33392,+12 다크나이트의 심연대검,4,3,33280
33393,+13 다크나이트의 심연대검,4,3,33280
33400,+0 각성한 라르카의 심연대검,4,3,33280
33401,+1 각성한 라르카의 심연대검,4,3,33280
33402,+2 각성한 라르카의 심연대검,4,3,33280
33403,+3 각성한 라르카의 심연대검,4,3,33280
33404,+4 각성한 라르카의 심연대검,4,3,33280
33405,+5 각성한 라르카의 심연대검,4,3,33280
33406,+6 각성한 라르카의 심연대검,4,3,33280
33407,+7 각성한 라르카의 심연대검,4,3,33280
33408,+8 각성한 라르카의 심연대검,4,3,33280
33409,+9 각성한 라르카의 심연대검,4,3,33280
33410,+10 각성한 라르카의 심연대검,4,3,33280
33411,+11 각성한 라르카의 심연대검,4,3,33280
33412,+12 각성한 라르카의 심연대검,4,3,33280
33413,+13 각성한 라르카의 심연대검,4,3,33280
33420,+0 여신 칼리의 심연대검,4,3,33280
33421,+1 여신 칼리의 심연대검,4,3,33280
33422,+2 여신 칼리의 심연대검,4,3,33280
33423,+3 여신 칼리의 심연대검,4,3,33280
33424,+4 여신 칼리의 심연대검,4,3,33280
33425,+5 여신 칼리의 심연대검,4,3,33280
33426,+6 여신 칼리의 심연대검,4,3,33280
33427,+7 여신 칼리의 심연대검,4,3,33280
33428,+8 여신 칼리의 심연대검,4,3,33280
33429,+9 여신 칼리의 심연대검,4,3,33280
33430,+10 여신 칼리의 심연대검,4,3,33280
33431,+11 여신 칼리의 심연대검,4,3,33280
33432,+12 여신 칼리의 심연대검,4,3,33280
33433,+13 여신 칼리의 심연대검,4,3,33280
33440,+0 인내의 용수호자 대검,4,3,33280
33441,+1 인내의 용수호자 대검,4,3,33280
33442,+2 인내의 용수호자 대검,4,3,33280
33443,+3 인내의 용수호자 대검,4,3,33280
33444,+4 인내의 용수호자 대검,4,3,33280
33445,+5 인내의 용수호자 대검,4,3,33280
33446,+6 인내의 용수호자 대검,4,3,33280
33447,+7 인내의 용수호자 대검,4,3,33280
33448,+8 인내의 용수호자 대검,4,3,33280
33449,+9 인내의 용수호자 대검,4,3,33280
33450,+10 인내의 용수호자 대검,4,3,33280
33451,+11 인내의 용수호자 대검,4,3,33280
33452,+12 인내의 용수호자 대검,4,3,33280
33453,+13 인내의 용수호자 대검,4,3,33280
33460,+0 이자벨의 심연대검,4,3,33280
33461,+1 이자벨의 심연대검,4,3,33280
33462,+2 이자벨의 심연대검,4,3,33280
33463,+3 이자벨의 심연대검,4,3,33280
33464,+4 이자벨의 심연대검,4,3,33280
33465,+5 이자벨의 심연대검,4,3,33280
33466,+6 이자벨의 심연대검,4,3,33280
33467,+7 이자벨의 심연대검,4,3,33280
33468,+8 이자벨의 심연대검,4,3,33280
33469,+9 이자벨의 심연대검,4,3,33280
33470,+10 이자벨의 심연대검,4,3,33280
33471,+11 이자벨의 심연대검,4,3,33280
33472,+12 이자벨의 심연대검,4,3,33280
33473,+13 이자벨의 심연대검,4,3,33280
33480,+0 아크 데빌리스 나이트의 전투대검,4,3,33000
33481,+1 아크 데빌리스 나이트의 전투대검,4,3,33000
33482,+2 아크 데빌리스 나이트의 전투대검,4,3,33000
33483,+3 아크 데빌리스 나이트의 전투대검,4,3,33000
33484,+4 아크 데빌리스 나이트의 전투대검,4,3,33000
33485,+5 아크 데빌리스 나이트의 전투대검,4,3,33000
33486,+6 아크 데빌리스 나이트의 전투대검,4,3,33000
33487,+7 아크 데빌리스 나이트의 전투대검,4,3,33000
33488,+8 아크 데빌리스 나이트의 전투대검,4,3,33000
33489,+9 아크 데빌리스 나이트의 전투대검,4,3,33000
33490,+10 아크 데빌리스 나이트의 전투대검,4,3,33000
33491,+11 아크 데빌리스 나이트의 전투대검,4,3,33000
33492,+12 아크 데빌리스 나이트의 전투대검,4,3,33000
33493,+13 아크 데빌리스 나이트의 전투대검,4,3,33000
33500,+0 아크 데빌리스 나이트의 퇴마대검,4,3,33020
33501,+1 아크 데빌리스 나이트의 퇴마대검,4,3,33020
33502,+2 아크 데빌리스 나이트의 퇴마대검,4,3,33020
